<<<<<<< HEAD
{"level":"info","message":"memakan","timestamp":"2017-06-25T10:24:43.957Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T10:25:44.979Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T10:25:48.312Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T10:26:28.389Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T10:26:31.511Z"}
{"level":"info","message":"mengerjakan","timestamp":"2017-06-25T10:26:57.429Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:27:06.657Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:27:31.279Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:27:36.984Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:27:47.077Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:28:08.227Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:28:12.560Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:29:15.179Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:29:31.131Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:29:38.456Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:30:32.467Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:31:00.251Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:32:40.461Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:33:06.280Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:33:13.922Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:36:21.331Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:36:33.221Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:36:56.903Z"}
{"level":"info","message":"mengerjakan pekerjaan","timestamp":"2017-06-25T10:37:55.327Z"}
{"level":"info","message":"Pokemon goreng enak bergizi","timestamp":"2017-06-25T13:39:39.127Z"}
{"level":"info","message":"Memakan pekerjaan","timestamp":"2017-06-25T13:39:55.034Z"}
{"level":"info","message":"memakan pekerjaan","timestamp":"2017-06-25T13:40:12.771Z"}
{"level":"info","message":"memakan pekerjaan","timestamp":"2017-06-25T13:41:36.080Z"}
{"level":"info","message":"memakan pekerjaan","timestamp":"2017-06-25T13:41:40.394Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T13:42:26.525Z"}
{"level":"info","message":"pekerjaan","timestamp":"2017-06-25T13:43:15.374Z"}
{"level":"info","message":"pekerjaan","timestamp":"2017-06-25T13:44:13.837Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T13:46:01.121Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T13:46:25.453Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T13:47:24.848Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-25T13:47:29.255Z"}
{"level":"info","message":"pekerjaan","timestamp":"2017-06-25T13:48:37.046Z"}
{"level":"info","message":"mengerjakan","timestamp":"2017-06-25T13:48:51.290Z"}
{"level":"info","message":"mengerjakan\r\nmemakan","timestamp":"2017-06-25T13:49:56.817Z"}
{"level":"info","message":"mengerjakan\r\nmemakan","timestamp":"2017-06-25T13:50:20.254Z"}
{"level":"info","message":"mengerjakan\r\nmemakan","timestamp":"2017-06-25T13:51:25.574Z"}
{"level":"info","message":"mengerjakan","timestamp":"2017-06-25T13:52:12.366Z"}
{"level":"info","message":"mengerjakan","timestamp":"2017-06-25T13:54:19.898Z"}
{"level":"info","message":"mengerjakan\r\nmemakan","timestamp":"2017-06-25T13:54:24.118Z"}
{"level":"info","message":"mengerjakan\r\nmemakan\r\nkesepakatan","timestamp":"2017-06-25T13:54:32.021Z"}
{"level":"info","message":"mengerjakan\r\nmemakan\r\nkesepakatan\r\npekerjaan","timestamp":"2017-06-25T13:54:37.778Z"}
{"level":"info","message":"memakan termakan kesepakatan bajumulah","timestamp":"2017-06-25T13:55:41.699Z"}
{"level":"info","message":"memakan termakan kesepakatan bajumulah","timestamp":"2017-06-25T14:00:59.514Z"}
{"level":"info","message":"memakan termakan kesepakatan bajumulah","timestamp":"2017-06-25T14:02:25.440Z"}
{"level":"info","message":"memakan termakan kesepakatan bajumulah","timestamp":"2017-06-25T14:03:29.273Z"}
{"level":"info","message":"memakan termakan kesepakatan bajumulah","timestamp":"2017-06-25T14:06:54.341Z"}
{"level":"info","message":"memakan termakan kesepakatan bajumulah","timestamp":"2017-06-25T14:07:06.192Z"}
{"level":"info","message":"Memakan","timestamp":"2017-06-26T02:52:13.749Z"}
{"level":"info","message":"memakan","timestamp":"2017-06-26T02:52:19.328Z"}
{"level":"info","message":"Memakan pisang","timestamp":"2017-06-26T02:52:27.298Z"}
{"level":"info","message":"memakan pisang","timestamp":"2017-06-26T02:52:32.173Z"}
{"level":"info","message":"makanan","timestamp":"2017-06-26T02:55:25.867Z"}
{"level":"info","message":"Makanan","timestamp":"2017-06-26T02:55:37.723Z"}
{"level":"info","message":"perasaan","timestamp":"2017-06-26T15:36:40.008Z"}
{"level":"info","message":"perapian","timestamp":"2017-06-26T15:36:48.601Z"}
{"level":"info","message":"perasaan","timestamp":"2017-06-26T15:51:28.573Z"}
{"level":"info","message":"perrasaan","timestamp":"2017-06-26T15:51:34.057Z"}
{"level":"info","message":"Akhir-akhir ini, berkembang diskursus menarik mengenai status hukum Kontrak Karya (KK) antara Pemerintah RI dengan PT Freeport Indonesia (PT FI) yang ditandatangani pada tahun 1991 untuk masa waktu 30 tahun atau sampai dengan 2021.\r\n\r\nSeiring dengan adanya keinginan Pemerintah Indonesia untuk menerapkan legislasi dan regulasi di bidang mineral kepada PT FI, terdapat penolakan dari PT FI. Alasan utamanya, yaitu KK tidak dapat serta merta diubah tanpa ada kesepakatan kedua belah pihak.\r\n\r\nPadahal, Pemerintah telah berupaya mengakomodir segala kepentingan PT FI mesti memiliki potensi melanggar peraturan perundang-undangan yang ada.\r\n\r\nSeolah, bekeras pada sikapnya, bahkan PT FI berencana mengajukan gugatan arbitrase atas dugaan wanprestasi Pemerintah atas KK. Dalam peraturan hukum perjanjian, benarkah sikap Pemerintah dan PT FI mendudukan secara hukum posisi KK? 7103","timestamp":"2017-06-27T05:01:00.267Z"}
{"level":"info","message":"Akhir-akhir ini, berkembang diskursus menarik mengenai status hukum Kontrak Karya (KK) antara Pemerintah RI dengan PT Freeport Indonesia (PT FI) yang ditandatangani pada tahun 1991 untuk masa waktu 30 tahun atau sampai dengan 2021.\r\n\r\nSeiring dengan adanya keinginan Pemerintah Indonesia untuk menerapkan legislasi dan regulasi di bidang mineral kepada PT FI, terdapat penolakan dari PT FI. Alasan utamanya, yaitu KK tidak dapat serta merta diubah tanpa ada kesepakatan kedua belah pihak.\r\n\r\nPadahal, Pemerintah telah berupaya mengakomodir segala kepentingan PT FI mesti memiliki potensi melanggar peraturan perundang-undangan yang ada.\r\n\r\nSeolah, bekeras pada sikapnya, bahkan PT FI berencana mengajukan gugatan arbitrase atas dugaan wanprestasi Pemerintah atas KK. Dalam peraturan hukum perjanjian, benarkah sikap Pemerintah dan PT FI mendudukan secara hukum posisi KK? 6496","timestamp":"2017-06-27T05:07:05.720Z"}
{"level":"info","message":"Akhir-akhir ini, berkembang diskursus menarik mengenai status hukum Kontrak Karya (KK) antara Pemerintah RI dengan PT Freeport Indonesia (PT FI) yang ditandatangani pada tahun 1991 untuk masa waktu 30 tahun atau sampai dengan 2021.\r\n\r\nSeiring dengan adanya keinginan Pemerintah Indonesia untuk menerapkan legislasi dan regulasi di bidang mineral kepada PT FI, terdapat penolakan dari PT FI. Alasan utamanya, yaitu KK tidak dapat serta merta diubah tanpa ada kesepakatan kedua belah pihak.\r\n\r\nPadahal, Pemerintah telah berupaya mengakomodir segala kepentingan PT FI mesti memiliki potensi melanggar peraturan perundang-undangan yang ada.\r\n\r\nSeolah, bekeras pada sikapnya, bahkan PT FI berencana mengajukan gugatan arbitrase atas dugaan wanprestasi Pemerintah atas KK. Dalam peraturan hukum perjanjian, benarkah sikap Pemerintah dan PT FI mendudukan secara hukum posisi KK? 8353","timestamp":"2017-06-27T05:07:52.729Z"}
{"level":"info","message":"Akhir-akhir ini, berkembang diskursus menarik mengenai status hukum Kontrak Karya (KK) antara Pemerintah RI dengan PT Freeport Indonesia (PT FI) yang ditandatangani pada tahun 1991 untuk masa waktu 30 tahun atau sampai dengan 2021.\r\n\r\nSeiring dengan adanya keinginan Pemerintah Indonesia untuk menerapkan legislasi dan regulasi di bidang mineral kepada PT FI, terdapat penolakan dari PT FI. Alasan utamanya, yaitu KK tidak dapat serta merta diubah tanpa ada kesepakatan kedua belah pihak.\r\n\r\nPadahal, Pemerintah telah berupaya mengakomodir segala kepentingan PT FI mesti memiliki potensi melanggar peraturan perundang-undangan yang ada.\r\n\r\nSeolah, bekeras pada sikapnya, bahkan PT FI berencana mengajukan gugatan arbitrase atas dugaan wanprestasi Pemerintah atas KK. Dalam peraturan hukum perjanjian, benarkah sikap Pemerintah dan PT FI mendudukan secara hukum posisi KK? 463","timestamp":"2017-06-27T05:32:25.106Z"}
{"level":"info","message":"Akhir-akhir ini, berkembang diskursus menarik mengenai status hukum Kontrak Karya (KK) antara Pemerintah RI dengan PT Freeport Indonesia (PT FI) yang ditandatangani pada tahun 1991 untuk masa waktu 30 tahun atau sampai dengan 2021.\r\n\r\nSeiring dengan adanya keinginan Pemerintah Indonesia untuk menerapkan legislasi dan regulasi di bidang mineral kepada PT FI, terdapat penolakan dari PT FI. Alasan utamanya, yaitu KK tidak dapat serta merta diubah tanpa ada kesepakatan kedua belah pihak.\r\n\r\nPadahal, Pemerintah telah berupaya mengakomodir segala kepentingan PT FI mesti memiliki potensi melanggar peraturan perundang-undangan yang ada.\r\n\r\nSeolah, bekeras pada sikapnya, bahkan PT FI berencana mengajukan gugatan arbitrase atas dugaan wanprestasi Pemerintah atas KK. Dalam peraturan hukum perjanjian, benarkah sikap Pemerintah dan PT FI mendudukan secara hukum posisi KK? 395","timestamp":"2017-06-27T05:32:36.366Z"}
{"level":"info","message":"Akhir-akhir ini, berkembang diskursus menarik mengenai status hukum Kontrak Karya (KK) antara Pemerintah RI dengan PT Freeport Indonesia (PT FI) yang ditandatangani pada tahun 1991 untuk masa waktu 30 tahun atau sampai dengan 2021.\r\n\r\nSeiring dengan adanya keinginan Pemerintah Indonesia untuk menerapkan legislasi dan regulasi di bidang mineral kepada PT FI, terdapat penolakan dari PT FI. Alasan utamanya, yaitu KK tidak dapat serta merta diubah tanpa ada kesepakatan kedua belah pihak.\r\n\r\nPadahal, Pemerintah telah berupaya mengakomodir segala kepentingan PT FI mesti memiliki potensi melanggar peraturan perundang-undangan yang ada.\r\n\r\nSeolah, bekeras pada sikapnya, bahkan PT FI berencana mengajukan gugatan arbitrase atas dugaan wanprestasi Pemerintah atas KK. Dalam peraturan hukum perjanjian, benarkah sikap Pemerintah dan PT FI mendudukan secara hukum posisi KK? 381","timestamp":"2017-06-27T05:32:43.091Z"}
{"level":"info","message":"penolakan 18","timestamp":"2017-06-27T05:36:57.218Z"}
{"level":"info","message":"tolakan 5224","timestamp":"2017-06-27T05:56:22.114Z"}
{"level":"info","message":"tolakan 52ms","timestamp":"2017-06-27T05:56:30.465Z"}
{"level":"info","message":"berteriak 16ms","timestamp":"2017-06-27T05:56:50.261Z"}
{"level":"info","message":"berteriakan 15ms","timestamp":"2017-06-27T05:56:53.347Z"}{"level":"info","message":"Aku sayang kamu 50ms","timestamp":"2017-07-14T12:06:47.084Z"}
{"level":"info","message":"Idham dan Theo melakukan sesuatu di tempat yang tidak diketahui 144ms","timestamp":"2017-07-14T12:07:16.816Z"}
=======
{"time":"124ms","level":"info","message":"momomo","timestamp":"2017-07-04T03:55:43.956Z"}
{"time":"31ms","level":"info","message":"momomokoko","timestamp":"2017-07-04T03:59:16.759Z"}
{"time":"4ms","level":"info","message":"asd","timestamp":"2017-07-16T06:35:45.733Z"}
{"time":"14ms","level":"info","message":"asd","timestamp":"2017-07-16T07:00:47.285Z"}
{"time":"15ms","level":"info","message":"asd","timestamp":"2017-07-16T07:03:05.279Z"}
{"time":"18ms","level":"info","message":"asd","timestamp":"2017-07-16T07:03:22.902Z"}
{"time":"22ms","level":"info","message":"asd","timestamp":"2017-07-16T07:03:53.699Z"}
{"time":"31ms","level":"info","message":"asd","timestamp":"2017-07-16T07:05:29.831Z"}
{"time":"17ms","level":"info","message":"asd","timestamp":"2017-07-16T07:07:14.753Z"}
{"time":"19ms","level":"info","message":"asd","timestamp":"2017-07-16T07:09:47.442Z"}
{"time":"22ms","level":"info","message":"asd","timestamp":"2017-07-16T07:10:05.867Z"}
{"time":"25ms","level":"info","message":"asd","timestamp":"2017-07-16T07:10:27.446Z"}
{"time":"109ms","level":"info","message":"Memakan makanan","timestamp":"2017-07-16T10:34:36.725Z"}
{"time":"70ms","level":"info","message":"Memakan makanan","timestamp":"2017-07-16T10:35:19.380Z"}
{"time":"31ms","level":"info","message":"asd","timestamp":"2017-07-16T10:36:24.653Z"}
{"time":"16ms","level":"info","message":"asd","timestamp":"2017-07-16T10:36:30.926Z"}
{"time":"16ms","level":"info","message":"asd","timestamp":"2017-07-16T10:36:44.079Z"}
{"time":"16ms","level":"info","message":"asd","timestamp":"2017-07-16T10:36:48.974Z"}
{"time":"15ms","level":"info","message":"asd","timestamp":"2017-07-16T10:36:51.953Z"}
{"time":"48ms","level":"info","message":"as","timestamp":"2017-07-16T14:29:31.536Z"}
{"time":"7ms","level":"info","message":"as","timestamp":"2017-07-16T14:30:15.029Z"}
{"time":"15ms","level":"info","message":"as","timestamp":"2017-07-16T14:30:37.678Z"}
{"time":"7ms","level":"info","message":"as","timestamp":"2017-07-16T14:31:03.653Z"}
{"time":"1ms","level":"info","message":"as","timestamp":"2017-07-16T14:31:05.022Z"}
{"time":"8ms","level":"info","message":"as","timestamp":"2017-07-16T14:31:46.055Z"}
{"time":"6ms","level":"info","message":"as","timestamp":"2017-07-16T14:31:57.284Z"}
{"time":"6ms","level":"info","message":"as","timestamp":"2017-07-16T14:32:54.051Z"}
{"time":"4ms","level":"info","message":"as","timestamp":"2017-07-16T14:33:23.993Z"}
{"time":"0ms","level":"info","message":"as","timestamp":"2017-07-16T14:33:24.114Z"}
{"time":"3ms","level":"info","message":"as","timestamp":"2017-07-16T14:33:30.160Z"}
{"time":"2ms","level":"info","message":"as","timestamp":"2017-07-16T14:33:48.387Z"}
{"time":"5ms","level":"info","message":"as","timestamp":"2017-07-16T14:33:57.672Z"}
{"time":"0ms","level":"info","message":"as","timestamp":"2017-07-16T14:33:57.850Z"}
{"time":"6ms","level":"info","message":"as","timestamp":"2017-07-16T14:34:30.127Z"}
{"time":"1ms","level":"info","message":"as","timestamp":"2017-07-16T14:38:33.704Z"}
{"time":"5ms","level":"info","message":"as","timestamp":"2017-07-16T14:38:43.331Z"}
{"time":"6ms","level":"info","message":"as","timestamp":"2017-07-16T14:40:02.109Z"}
{"time":"90ms","level":"info","message":"Pokemon menggoreng pakaian","timestamp":"2017-07-16T14:40:14.735Z"}
{"time":"26ms","level":"info","message":"Pokemon mengoreng pakaian","timestamp":"2017-07-16T14:40:20.311Z"}
{"time":"31ms","level":"info","message":"Pokemon gorengan pakaian","timestamp":"2017-07-16T14:40:35.221Z"}
{"time":"22ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:40:44.165Z"}
{"time":"68ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:42:51.221Z"}
{"time":"33ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:43:19.959Z"}
{"time":"23ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:45:27.538Z"}
{"time":"27ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:46:02.172Z"}
{"time":"30ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:47:11.978Z"}
{"time":"25ms","level":"info","message":"menggoreng","timestamp":"2017-07-16T14:48:11.095Z"}
{"time":"10ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T14:48:19.182Z"}
{"time":"31ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:06:06.758Z"}
{"time":"31ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:07:49.417Z"}
{"time":"31ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:07:59.417Z"}
{"time":"35ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:09:06.431Z"}
{"time":"34ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:10:41.533Z"}
{"time":"33ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:10:57.484Z"}
{"time":"24ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:10:58.651Z"}
{"time":"31ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:11:14.435Z"}
{"time":"23ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:11:14.816Z"}
{"time":"31ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:11:31.187Z"}
{"time":"30ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:12:08.951Z"}
{"time":"105ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:12:24.542Z"}
{"time":"62ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:12:36.850Z"}
{"time":"23ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:12:37.437Z"}
{"time":"56ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:13:44.687Z"}
{"time":"38ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:13:59.421Z"}
{"time":"34ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:14:30.166Z"}
{"time":"39ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:15:17.102Z"}
{"time":"54ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:15:36.070Z"}
{"time":"63ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:15:57.357Z"}
{"time":"36ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:16:52.893Z"}
{"time":"30ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:17:32.188Z"}
{"time":"21ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:17:34.614Z"}
{"time":"29ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:17:52.505Z"}
{"time":"54ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:18:07.753Z"}
{"time":"29ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:19:33.404Z"}
{"time":"33ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:21:13.966Z"}
{"time":"30ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:22:54.868Z"}
{"time":"14ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:23:05.895Z"}
{"time":"54ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:23:30.642Z"}
{"time":"60ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:23:39.270Z"}
{"time":"53ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:23:44.447Z"}
{"time":"12ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:23:50.730Z"}
{"time":"54ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:24:03.795Z"}
{"time":"59ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:25:45.598Z"}
{"time":"58ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:26:09.637Z"}
{"time":"57ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:27:20.687Z"}
{"time":"69ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:27:57.662Z"}
{"time":"59ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:11.347Z"}
{"time":"61ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:11.982Z"}
{"time":"67ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:26.269Z"}
{"time":"65ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:28.877Z"}
{"time":"67ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:47.947Z"}
{"time":"31ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:48.860Z"}
{"time":"39ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:51.556Z"}
{"time":"59ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:28:56.027Z"}
{"time":"39ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:29:26.812Z"}
{"time":"55ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:29:48.458Z"}
{"time":"29ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:29:48.784Z"}
{"time":"62ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:29:59.040Z"}
{"time":"69ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:30:05.701Z"}
{"time":"53ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:30:17.845Z"}
{"time":"67ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:30:24.177Z"}
{"time":"15ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:32:24.174Z"}
{"time":"57ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:34:49.774Z"}
{"time":"62ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:35:10.511Z"}
{"time":"51ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:35:24.497Z"}
{"time":"94ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:35:36.363Z"}
{"time":"12ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:35:45.258Z"}
{"time":"81ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:35:52.764Z"}
{"time":"64ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:36:09.526Z"}
{"time":"58ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:36:22.662Z"}
{"time":"25ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:36:23.165Z"}
{"time":"60ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:36:27.886Z"}
{"time":"66ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:37:06.554Z"}
{"time":"60ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:37:11.652Z"}
{"time":"52ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:37:47.607Z"}
{"time":"41ms","level":"info","message":"menggoreng pakaian","timestamp":"2017-07-16T15:38:58.126Z"}
{"time":"7ms","level":"info","message":"asd","timestamp":"2017-07-16T16:53:42.171Z"}
{"time":"6ms","level":"info","message":"asd","timestamp":"2017-07-16T16:53:56.548Z"}
{"time":"103ms","level":"info","message":"satu kaliat kalimat apapun","timestamp":"2017-07-19T05:27:05.977Z"}
{"time":"57ms","level":"info","message":"theo menyukai pekerjaannya karena bulat merah","timestamp":"2017-07-19T05:27:35.801Z"}
{"time":"43ms","level":"info","message":"menyukai","timestamp":"2017-07-19T05:29:02.628Z"}
{"time":"9ms","level":"info","message":"menyuka","timestamp":"2017-07-19T05:29:10.053Z"}
{"time":"12ms","level":"info","message":"menyukai","timestamp":"2017-07-19T05:29:13.227Z"}
{"time":"56ms","level":"info","message":"menyukai","timestamp":"2017-07-19T05:30:20.393Z"}
